Protocol,Bytes,Time,Size
tcp,125760,1.012670 ,64 
tcp,91072,1.169848 ,64 
tcp,97344,1.000029 ,64 
tcp,96128,1.090451 ,64 
tcp,108352,1.000479 ,64 
tcp,90688,1.097645 ,64 
tcp,108032,1.003022 ,64 
tcp,85440,1.028738 ,64 
tcp,108416,1.121865 ,64 
tcp,95744,1.020579 ,64 
tcp,112384,1.040741 ,128 
tcp,88576,1.046468 ,128 
tcp,113664,1.055816 ,128 
tcp,103296,1.027926 ,128 
tcp,103424,1.007600 ,128 
tcp,121088,1.001526 ,128 
tcp,118272,1.088418 ,128 
tcp,127232,1.032817 ,128 
tcp,114816,1.021300 ,128 
tcp,120320,1.031042 ,128 
tcp,110976,1.000358 ,192 
tcp,123456,1.035587 ,192 
tcp,109824,1.007542 ,192 
tcp,147840,1.021631 ,192 
tcp,112320,1.008830 ,192 
tcp,116160,1.029370 ,192 
tcp,127104,1.005715 ,192 
tcp,123456,1.058361 ,192 
tcp,108672,1.010412 ,192 
tcp,116160,1.091052 ,192 
tcp,142080,1.019536 ,256 
tcp,131840,1.035704 ,256 
tcp,137216,1.036789 ,256 
tcp,125440,1.015508 ,256 
tcp,119296,1.000309 ,256 
tcp,125696,1.006004 ,256 
tcp,116736,1.093082 ,256 
tcp,134400,1.001367 ,256 
tcp,133376,1.004197 ,256 
tcp,125440,1.201672 ,256 
tcp,136640,1.203249 ,320 
tcp,104000,1.091924 ,320 
tcp,137920,1.030263 ,320 
tcp,131200,1.006088 ,320 
tcp,122240,1.095556 ,320 
tcp,145600,1.078101 ,320 
tcp,109120,1.039920 ,320 
tcp,138880,1.101235 ,320 
tcp,149440,1.036076 ,320 
tcp,140480,1.048267 ,320 
tcp,115968,1.018488 ,384 
tcp,142848,1.077711 ,384 
tcp,142464,1.025441 ,384 
tcp,110976,1.031219 ,384 
tcp,124032,1.091287 ,384 
tcp,152064,1.085776 ,384 
tcp,125952,1.001122 ,384 
tcp,137472,1.124829 ,384 
tcp,142464,1.026129 ,384 
tcp,132096,1.000894 ,384 
tcp,140224,1.098548 ,448 
tcp,138880,1.034262 ,448 
tcp,137536,1.080184 ,448 
tcp,151424,1.025892 ,448 
tcp,142912,1.023728 ,448 
tcp,139328,1.031294 ,448 
tcp,129472,1.001140 ,448 
tcp,107968,1.292866 ,448 
tcp,119168,1.031694 ,448 
tcp,146944,1.024450 ,448 
tcp,152576,1.024748 ,512 
tcp,125440,1.071953 ,512 
tcp,134656,1.025452 ,512 
tcp,123904,1.055732 ,512 
tcp,144896,1.000802 ,512 
tcp,124928,1.065418 ,512 
tcp,136192,1.087626 ,512 
tcp,144384,1.034119 ,512 
tcp,128000,1.127690 ,512 
tcp,149504,1.119827 ,512 
tcp,153216,1.023951 ,576 
tcp,126144,1.038128 ,576 
tcp,132480,1.000267 ,576 
tcp,118080,1.053392 ,576 
tcp,154944,1.042386 ,576 
tcp,139392,1.053669 ,576 
tcp,133632,1.036125 ,576 
tcp,141696,1.019799 ,576 
tcp,138240,1.031733 ,576 
tcp,145152,1.087686 ,576 
tcp,160000,1.024009 ,640 
tcp,135040,1.003900 ,640 
tcp,126720,1.036195 ,640 
tcp,138240,1.039262 ,640 
tcp,131200,1.001016 ,640 
tcp,125440,1.036736 ,640 
tcp,155520,1.092464 ,640 
tcp,133760,1.021303 ,640 
tcp,122880,1.029824 ,640 
tcp,143360,1.021316 ,640 
tcp,143616,1.054988 ,704 
tcp,147840,1.128250 ,704 
tcp,140096,1.031233 ,704 
tcp,126016,1.023978 ,704 
tcp,147136,1.002870 ,704 
tcp,145024,1.000004 ,704 
tcp,131648,1.022286 ,704 
tcp,145728,1.058701 ,704 
tcp,123200,1.077713 ,704 
tcp,159104,1.058513 ,704 
tcp,130560,1.007149 ,768 
tcp,135168,1.045457 ,768 
tcp,145920,1.000056 ,768 
tcp,116736,1.089023 ,768 
tcp,136704,1.001764 ,768 
tcp,130560,1.041570 ,768 
tcp,153600,1.090323 ,768 
tcp,155904,1.014014 ,768 
tcp,132864,1.016558 ,768 
tcp,137472,1.012796 ,768 
tcp,135616,1.198145 ,832 
tcp,143104,1.125395 ,832 
tcp,138112,1.002110 ,832 
tcp,145600,1.112420 ,832 
tcp,59072,1.317139 ,832 
tcp,83200,1.126437 ,832 
tcp,88192,1.016889 ,832 
tcp,143104,1.002049 ,832 
tcp,146432,1.047817 ,832 
tcp,146432,1.012334 ,832 
tcp,143360,1.025620 ,896 
tcp,122752,1.062296 ,896 
tcp,159488,1.012312 ,896 
tcp,126336,1.024841 ,896 
tcp,125440,1.037893 ,896 
tcp,174720,1.046991 ,896 
tcp,134400,1.007463 ,896 
tcp,129920,1.002509 ,896 
tcp,127232,1.074647 ,896 
tcp,150528,1.024419 ,896 
tcp,152640,1.027378 ,960 
tcp,124800,1.005518 ,960 
tcp,160320,1.024911 ,960 
tcp,127680,1.004457 ,960 
tcp,109440,1.005052 ,960 
tcp,167040,1.028644 ,960 
tcp,117120,1.038928 ,960 
tcp,151680,1.003346 ,960 
tcp,139200,1.001395 ,960 
tcp,149760,1.166963 ,960 
tcp,151552,1.036025 ,1024 
tcp,154624,1.047291 ,1024 
tcp,122880,1.015039 ,1024 
tcp,132096,1.004675 ,1024 
tcp,151552,1.000861 ,1024 
tcp,144384,1.038571 ,1024 
tcp,135168,1.151755 ,1024 
tcp,136192,1.001373 ,1024 
tcp,135168,1.014889 ,1024 
tcp,138240,1.036031 ,1024 
quic,168256,1.038723 ,64 
quic,79488,1.014258 ,64 
quic,130752,1.011864 ,64 
quic,95104,1.038854 ,64 
quic,88000,1.017285 ,64 
quic,74496,1.006278 ,64 
quic,109568,1.010774 ,64 
quic,110464,1.024566 ,64 
quic,100672,1.017081 ,64 
quic,109440,1.005789 ,64 
quic,91392,1.017950 ,128 
quic,76672,1.060990 ,128 
quic,61952,1.011344 ,128 
quic,101888,1.014841 ,128 
quic,105216,1.010299 ,128 
quic,119168,1.011095 ,128 
quic,85376,1.065264 ,128 
quic,107136,1.012613 ,128 
quic,78976,1.023403 ,128 
quic,92032,1.013281 ,128 
quic,87552,1.021389 ,192 
quic,97536,1.011869 ,192 
quic,102912,1.014515 ,192 
quic,62784,1.013904 ,192 
quic,95808,1.008876 ,192 
quic,102528,1.006763 ,192 
quic,136896,1.016090 ,192 
quic,117504,1.011502 ,192 
quic,78336,1.007113 ,192 
quic,99072,1.017624 ,192 
quic,141312,1.013474 ,256 
quic,74752,1.013160 ,256 
quic,78080,1.028990 ,256 
quic,116736,1.012753 ,256 
quic,83200,1.017118 ,256 
quic,86784,1.039411 ,256 
quic,100608,1.012688 ,256 
quic,113920,1.024126 ,256 
quic,79872,1.010455 ,256 
quic,75264,1.013727 ,256 
quic,102080,1.011787 ,320 
quic,81920,1.024908 ,320 
quic,92160,1.025986 ,320 
quic,112960,1.003482 ,320 
quic,86080,1.001402 ,320 
quic,85440,1.024262 ,320 
quic,121920,1.011594 ,320 
quic,104000,1.019437 ,320 
quic,95040,1.010250 ,320 
